frame,ssim,mse,text,trans
785,99.93,4.335498192097253e-06,,
786,100.0,0.0,,
787,100.0,0.0,,
788,100.0,0.0,,
789,99.99,0.0,,
790,99.99,0.0,,
791,99.89,8.670996384194507e-06,,
792,99.95,4.335498192097253e-06,,
793,99.96,2.890332128064836e-06,,
794,99.97,2.890332128064836e-06,,
795,99.97,2.890332128064836e-06,,
796,99.93,5.780664256129672e-06,,
797,99.83,1.3006494576291761e-05,,
798,99.99,1.445166064032418e-06,,
799,99.99,1.445166064032418e-06,,
800,100.0,0.0,,
801,100.0,0.0,,
802,99.99,0.0,,
803,99.95,4.335498192097253e-06,,
804,100.0,0.0,,
805,100.0,0.0,,
806,100.0,0.0,,
807,100.0,0.0,,
808,100.0,0.0,,
809,100.0,0.0,,
810,100.0,0.0,,
811,99.62,8.670996384194507e-06,,
812,100.0,0.0,,
813,99.92,1.445166064032418e-06,,
814,99.99,0.0,,
815,99.83,2.890332128064836e-06,,
816,99.92,4.335498192097253e-06,,
817,99.94,4.335498192097253e-06,,
818,99.9,4.335498192097253e-06,,
819,99.98,1.445166064032418e-06,,
820,99.98,1.445166064032418e-06,,
821,99.92,2.890332128064836e-06,,
822,99.89,4.335498192097253e-06,,
823,99.97,1.445166064032418e-06,,
824,99.83,4.335498192097253e-06,,
825,99.98,1.445166064032418e-06,,
826,99.9,2.890332128064836e-06,,
827,99.93,1.445166064032418e-06,,
828,99.98,1.445166064032418e-06,,
829,99.73,1.3006494576291761e-05,,
830,99.83,8.670996384194507e-06,,
831,99.89,8.670996384194507e-06,,
832,99.83,1.1561328512259344e-05,,
833,99.76,7.22583032016209e-06,,
834,99.88,8.670996384194507e-06,,
835,99.79,7.22583032016209e-06,,
836,99.51,1.0116162448226928e-05,,
837,99.9,7.22583032016209e-06,,
838,99.78,4.335498192097253e-06,,
839,99.2,1.3006494576291761e-05,,
840,99.13,1.445166064032418e-05,,
841,98.65,2.0232324896453855e-05,,
842,99.75,7.22583032016209e-06,,
843,99.83,4.335498192097253e-06,,
844,99.78,5.780664256129672e-06,,
845,99.92,2.890332128064836e-06,,
846,99.93,5.780664256129672e-06,,
847,99.81,5.780664256129672e-06,,
848,99.95,2.890332128064836e-06,,
849,99.98,1.445166064032418e-06,,
850,99.89,1.445166064032418e-06,,
851,99.99,0.0,,
852,100.0,0.0,,
853,99.97,1.445166064032418e-06,,
854,99.98,1.445166064032418e-06,,
855,99.95,4.335498192097253e-06,,
856,99.9,5.780664256129672e-06,,
857,99.94,4.335498192097253e-06,,
858,99.9,7.22583032016209e-06,,
859,99.94,2.890332128064836e-06,,
860,99.96,4.335498192097253e-06,,
861,99.96,2.890332128064836e-06,,
862,99.98,1.445166064032418e-06,,
863,99.99,1.445166064032418e-06,,
864,99.99,1.445166064032418e-06,,
865,99.99,0.0,,
866,100.0,0.0,,
867,99.99,1.445166064032418e-06,,
868,99.99,1.445166064032418e-06,,
869,100.0,0.0,,
870,99.99,1.445166064032418e-06,,
871,99.99,1.445166064032418e-06,,
872,100.0,0.0,,
873,100.0,0.0,,
874,100.0,0.0,,
875,100.0,0.0,,
876,99.99,0.0,,
877,99.99,1.445166064032418e-06,,
878,99.99,1.445166064032418e-06,,
879,100.0,0.0,,
880,100.0,0.0,,
881,99.99,0.0,,
882,100.0,0.0,,
883,100.0,0.0,,
884,99.99,0.0,,
885,99.99,0.0,,
886,99.99,1.445166064032418e-06,,
887,99.98,1.445166064032418e-06,,
888,100.0,0.0,,
889,100.0,0.0,,
890,100.0,0.0,,
891,99.99,0.0,,
892,99.99,1.445166064032418e-06,,
893,100.0,0.0,,
894,100.0,0.0,,
895,100.0,0.0,,
896,100.0,0.0,,
897,100.0,0.0,,
898,99.99,0.0,,
899,100.0,0.0,,
900,100.0,0.0,,
901,99.94,2.890332128064836e-06,,
902,99.99,0.0,,
903,100.0,0.0,,
904,86.15,0.00015463276885146874,,
905,99.78,5.780664256129672e-06,,
906,99.41,1.3006494576291761e-05,,
907,91.83,9.682612629017202e-05,,
908,99.04,1.5896826704356598e-05,,
909,99.98,0.0,,
910,99.86,2.890332128064836e-06,,
911,99.85,4.335498192097253e-06,,
912,99.95,2.890332128064836e-06,,
913,99.6,7.22583032016209e-06,,
914,100.0,0.0,,
915,100.0,0.0,,
916,99.83,2.890332128064836e-06,,
917,99.98,0.0,,
918,99.97,1.445166064032418e-06,,
919,99.89,2.890332128064836e-06,,
920,99.97,2.890332128064836e-06,,
921,99.96,2.890332128064836e-06,,
922,99.99,0.0,,
923,99.99,0.0,,
924,100.0,0.0,,
925,99.98,0.0,,
926,100.0,0.0,,
927,100.0,0.0,,
928,99.65,1.0116162448226928e-05,,
929,99.96,1.445166064032418e-06,,
930,99.55,8.670996384194507e-06,,
931,98.8,1.5896826704356598e-05,,
932,99.89,2.890332128064836e-06,,
933,99.98,1.445166064032418e-06,,
934,99.99,1.445166064032418e-06,,
935,100.0,0.0,,
936,99.99,1.445166064032418e-06,,
937,99.98,1.445166064032418e-06,,
938,100.0,0.0,,
939,100.0,0.0,,
940,99.99,0.0,,
941,99.99,0.0,,
942,99.95,4.335498192097253e-06,,
943,99.98,1.445166064032418e-06,,
944,99.98,1.445166064032418e-06,,
945,99.99,1.445166064032418e-06,,
946,99.96,1.445166064032418e-06,,
947,99.99,1.445166064032418e-06,,
948,99.99,1.445166064032418e-06,,
949,99.98,1.445166064032418e-06,,
950,99.99,1.445166064032418e-06,,
951,99.99,1.445166064032418e-06,,
952,99.98,1.445166064032418e-06,,
953,99.98,1.445166064032418e-06,,
954,99.98,1.445166064032418e-06,,
955,99.98,1.445166064032418e-06,,
956,99.98,1.445166064032418e-06,,
957,99.97,2.890332128064836e-06,,
958,99.96,2.890332128064836e-06,,
959,99.95,4.335498192097253e-06,,
960,99.95,2.890332128064836e-06,,
961,99.01,1.8787158832421433e-05,,
962,99.89,7.22583032016209e-06,,
963,99.96,2.890332128064836e-06,,
964,99.86,8.670996384194507e-06,,
965,99.92,7.22583032016209e-06,,
966,99.95,4.335498192097253e-06,,
967,99.95,5.780664256129672e-06,,
968,99.94,5.780664256129672e-06,,
969,99.93,5.780664256129672e-06,,
970,99.97,2.890332128064836e-06,,
971,99.99,1.445166064032418e-06,,
972,99.99,1.445166064032418e-06,,
973,99.97,2.890332128064836e-06,,
974,99.99,0.0,,
975,99.95,1.445166064032418e-06,,
976,99.98,1.445166064032418e-06,,
977,99.99,1.445166064032418e-06,,
978,99.93,1.445166064032418e-06,,
979,99.97,0.0,,
980,99.99,0.0,,
981,99.75,4.335498192097253e-06,,
982,99.94,1.445166064032418e-06,,
983,99.92,2.890332128064836e-06,,
984,99.99,0.0,,
985,99.93,1.445166064032418e-06,,
986,99.99,1.445166064032418e-06,,
987,99.99,0.0,,
988,99.96,1.445166064032418e-06,,
989,99.99,0.0,,
990,99.94,1.445166064032418e-06,,
991,99.61,7.22583032016209e-06,,
992,100.0,0.0,,
993,99.99,0.0,,
994,100.0,0.0,,
995,99.99,0.0,,
996,99.99,0.0,,
997,100.0,0.0,,
998,100.0,0.0,,
999,100.0,0.0,,
1000,100.0,0.0,,
1001,100.0,0.0,,
1002,99.98,1.445166064032418e-06,,
1003,99.99,1.445166064032418e-06,,
1004,99.98,1.445166064032418e-06,,
1005,99.98,1.445166064032418e-06,,
1006,99.97,1.445166064032418e-06,,
1007,99.94,4.335498192097253e-06,,
1008,100.0,0.0,,
1009,99.99,0.0,,
1010,99.99,1.445166064032418e-06,,
1011,99.99,0.0,,
1012,100.0,0.0,,
1013,99.99,1.445166064032418e-06,,
1014,99.99,1.445166064032418e-06,,
1015,99.94,1.445166064032418e-06,,
1016,99.96,1.445166064032418e-06,,
1017,99.98,1.445166064032418e-06,,
1018,99.97,1.445166064032418e-06,,
1019,99.99,0.0,,
1020,99.99,0.0,,
1021,99.2,1.0116162448226928e-05,,
1022,99.99,1.445166064032418e-06,,
1023,99.99,1.445166064032418e-06,,
1024,99.98,1.445166064032418e-06,,
1025,99.99,1.445166064032418e-06,,
1026,99.99,1.445166064032418e-06,,
1027,99.94,1.445166064032418e-06,,
1028,99.98,1.445166064032418e-06,,
1029,100.0,0.0,,
1030,99.91,1.445166064032418e-06,,
1031,99.99,1.445166064032418e-06,,
1032,99.99,0.0,,
1033,99.79,7.22583032016209e-06,,
1034,99.92,2.890332128064836e-06,,
1035,99.96,2.890332128064836e-06,,
1036,99.97,1.445166064032418e-06,,
1037,99.97,1.445166064032418e-06,,
1038,99.98,1.445166064032418e-06,,
1039,99.97,1.445166064032418e-06,,
1040,99.98,1.445166064032418e-06,,
1041,99.99,1.445166064032418e-06,,
1042,99.98,1.445166064032418e-06,,
1043,99.98,1.445166064032418e-06,,
1044,99.99,1.445166064032418e-06,,
1045,99.99,1.445166064032418e-06,,
1046,99.99,0.0,,
1047,99.99,0.0,,
1048,99.88,1.445166064032418e-06,,
1049,99.99,1.445166064032418e-06,,
1050,99.89,2.890332128064836e-06,,
1051,99.49,7.22583032016209e-06,,
1052,99.97,1.445166064032418e-06,,
1053,99.95,2.890332128064836e-06,,
1054,99.98,1.445166064032418e-06,,
1055,99.96,2.890332128064836e-06,,
1056,99.95,2.890332128064836e-06,,
1057,99.95,2.890332128064836e-06,,
1058,99.95,2.890332128064836e-06,,
1059,99.93,5.780664256129672e-06,,
1060,99.97,2.890332128064836e-06,,
1061,99.97,2.890332128064836e-06,,
1062,99.95,4.335498192097253e-06,,
1063,99.97,2.890332128064836e-06,,
1064,99.92,4.335498192097253e-06,,
1065,99.92,4.335498192097253e-06,,
1066,99.93,5.780664256129672e-06,,
1067,99.96,4.335498192097253e-06,,
1068,99.95,4.335498192097253e-06,,
1069,99.97,2.890332128064836e-06,,
1070,99.97,2.890332128064836e-06,,
1071,99.98,1.445166064032418e-06,,
1072,99.98,1.445166064032418e-06,,
1073,99.95,2.890332128064836e-06,,
1074,99.97,2.890332128064836e-06,,
1075,99.97,2.890332128064836e-06,,
1076,99.94,2.890332128064836e-06,,
1077,99.94,2.890332128064836e-06,,
1078,99.98,1.445166064032418e-06,,
1079,99.97,2.890332128064836e-06,,
1080,99.98,1.445166064032418e-06,,
1081,99.88,5.780664256129672e-06,,
1082,99.96,2.890332128064836e-06,,
1083,99.98,1.445166064032418e-06,,
1084,99.98,1.445166064032418e-06,,
1085,99.96,2.890332128064836e-06,,
1086,99.99,0.0,,
1087,99.99,0.0,,
1088,100.0,0.0,,
1089,100.0,0.0,,
1090,100.0,0.0,,
1091,100.0,0.0,,
1092,100.0,0.0,,
1093,100.0,0.0,,
1094,100.0,0.0,,
1095,99.99,0.0,,
1096,99.99,0.0,,
1097,99.99,0.0,,
1098,100.0,0.0,,
1099,100.0,0.0,,
1100,100.0,0.0,,
1101,99.99,0.0,,
1102,99.97,1.445166064032418e-06,,
1103,99.96,1.445166064032418e-06,,
1104,99.96,1.445166064032418e-06,,
1105,99.99,0.0,,
1106,99.92,2.890332128064836e-06,,
1107,99.99,0.0,,
1108,99.98,0.0,,
1109,99.85,2.890332128064836e-06,,
1110,99.89,1.445166064032418e-06,,
1111,99.63,7.22583032016209e-06,,
1112,99.98,1.445166064032418e-06,,
1113,100.0,0.0,,
1114,99.97,1.445166064032418e-06,,
1115,100.0,0.0,,
1116,99.99,0.0,,
1117,100.0,0.0,,
1118,100.0,0.0,,
1119,100.0,0.0,,
1120,99.98,0.0,,
1121,100.0,0.0,,
1122,100.0,0.0,,
1123,99.94,2.890332128064836e-06,,
1124,99.95,2.890332128064836e-06,,
1125,99.96,2.890332128064836e-06,,
1126,99.96,2.890332128064836e-06,,
1127,99.98,1.445166064032418e-06,,
1128,99.99,1.445166064032418e-06,,
1129,99.89,2.890332128064836e-06,,
1130,99.96,1.445166064032418e-06,,
1131,99.99,1.445166064032418e-06,,
1132,99.97,1.445166064032418e-06,,
1133,99.99,1.445166064032418e-06,,
1134,99.99,0.0,,
1135,99.98,1.445166064032418e-06,,
1136,99.99,1.445166064032418e-06,,
1137,99.97,1.445166064032418e-06,,
1138,99.91,2.890332128064836e-06,,
1139,99.92,2.890332128064836e-06,,
1140,99.93,2.890332128064836e-06,,
1141,99.77,5.780664256129672e-06,,
1142,99.93,4.335498192097253e-06,,
1143,99.98,0.0,,
1144,99.97,1.445166064032418e-06,,
1145,100.0,0.0,,
1146,99.99,0.0,,
1147,100.0,0.0,,
1148,99.99,1.445166064032418e-06,,
1149,99.98,1.445166064032418e-06,,
1150,99.97,1.445166064032418e-06,,
1151,99.98,1.445166064032418e-06,,
1152,99.99,1.445166064032418e-06,,
1153,99.98,1.445166064032418e-06,,
1154,99.98,1.445166064032418e-06,,
1155,99.98,1.445166064032418e-06,,
1156,99.98,1.445166064032418e-06,,
1157,99.97,1.445166064032418e-06,,
1158,99.98,1.445166064032418e-06,,
1159,99.99,1.445166064032418e-06,,
1160,99.97,1.445166064032418e-06,,
1161,99.95,1.445166064032418e-06,,
1162,99.97,1.445166064032418e-06,,
1163,99.89,2.890332128064836e-06,,
1164,99.89,2.890332128064836e-06,,
1165,99.98,0.0,,
1166,99.95,0.0,,
1167,99.95,0.0,,
1168,99.86,2.890332128064836e-06,,
1169,100.0,0.0,,
1170,99.82,4.335498192097253e-06,,
1171,99.53,7.22583032016209e-06,,
1172,99.36,8.670996384194507e-06,,
1173,98.99,1.7341992768389014e-05,,
1174,99.34,2.0232324896453855e-05,,
1175,98.98,2.4567823088551106e-05,,
1176,99.8,1.1561328512259344e-05,,
1177,98.83,2.3122657024518687e-05,,
1178,99.87,7.22583032016209e-06,,
1179,99.94,4.335498192097253e-06,,
1180,99.19,1.7341992768389014e-05,,
1181,99.88,1.0116162448226928e-05,,
1182,99.89,8.670996384194507e-06,,
1183,99.85,1.0116162448226928e-05,,
1184,99.75,1.1561328512259344e-05,,
1185,99.59,1.1561328512259344e-05,,
1186,98.97,2.1677490960486268e-05,,
1187,99.91,5.780664256129672e-06,,
1188,99.93,5.780664256129672e-06,,
1189,99.75,8.670996384194507e-06,,
1190,99.9,4.335498192097253e-06,,
1191,99.92,4.335498192097253e-06,,
1192,99.76,5.780664256129672e-06,,
1193,100.0,0.0,,
1194,99.92,4.335498192097253e-06,,
1195,99.97,1.445166064032418e-06,,
1196,99.93,1.445166064032418e-06,,
1197,100.0,0.0,,
1198,99.97,1.445166064032418e-06,,
1199,99.96,1.445166064032418e-06,,
1200,100.0,0.0,,
1201,99.95,1.445166064032418e-06,,
1202,99.99,1.445166064032418e-06,,
1203,99.99,0.0,,
1204,100.0,0.0,,
1205,100.0,0.0,,
1206,100.0,0.0,,
1207,100.0,0.0,,
1208,99.99,0.0,,
1209,100.0,0.0,,
1210,100.0,0.0,,
1211,100.0,0.0,,
1212,100.0,0.0,,
1213,100.0,0.0,,
1214,100.0,0.0,,
1215,100.0,0.0,,
1216,99.96,2.890332128064836e-06,,
1217,100.0,0.0,,
1218,99.98,1.445166064032418e-06,,
1219,100.0,0.0,,
1220,100.0,0.0,,
1221,100.0,0.0,,
1222,100.0,0.0,,
1223,100.0,0.0,,
1224,100.0,0.0,,
1225,100.0,0.0,,
1226,100.0,0.0,,
1227,100.0,0.0,,
1228,100.0,0.0,,
1229,100.0,0.0,,
1230,100.0,0.0,,
1231,99.45,7.22583032016209e-06,,
1232,99.99,0.0,,
1233,99.98,1.445166064032418e-06,,
1234,99.99,0.0,,
1235,99.97,1.445166064032418e-06,,
1236,99.8,2.890332128064836e-06,,
1237,99.99,0.0,,
1238,99.97,0.0,,
1239,99.99,0.0,,
1240,99.99,1.445166064032418e-06,,
1241,99.98,1.445166064032418e-06,,
1242,99.98,1.445166064032418e-06,,
1243,99.95,1.445166064032418e-06,,
1244,100.0,0.0,,
1245,99.97,1.445166064032418e-06,,
1246,99.91,2.890332128064836e-06,,
1247,99.96,1.445166064032418e-06,,
1248,99.99,0.0,,
1249,100.0,0.0,,
1250,100.0,0.0,,
1251,100.0,0.0,,
1252,99.99,0.0,,
1253,99.93,1.445166064032418e-06,,
1254,99.99,0.0,,
1255,99.95,1.445166064032418e-06,,
1256,99.99,0.0,,
1257,99.99,0.0,,
1258,99.8,2.890332128064836e-06,,
1259,99.99,1.445166064032418e-06,,
1260,99.67,4.335498192097253e-06,,
1261,99.89,1.445166064032418e-06,,
1262,99.99,0.0,,
1263,99.99,0.0,,
1264,99.99,1.445166064032418e-06,,
1265,99.98,1.445166064032418e-06,,
1266,99.97,2.890332128064836e-06,,
1267,99.98,1.445166064032418e-06,,
1268,99.99,1.445166064032418e-06,,
1269,99.99,0.0,,
1270,99.99,1.445166064032418e-06,,
1271,99.99,0.0,,
1272,99.99,1.445166064032418e-06,,
1273,100.0,0.0,,
1274,100.0,0.0,,
1275,99.96,2.890332128064836e-06,,
1276,99.99,0.0,,
1277,100.0,0.0,,
1278,100.0,0.0,,
1279,100.0,0.0,,
1280,100.0,0.0,,
1281,100.0,0.0,,
1282,99.99,0.0,,
1283,100.0,0.0,,
1284,99.99,0.0,,
1285,99.99,1.445166064032418e-06,,
1286,99.99,0.0,,
1287,100.0,0.0,,
1288,100.0,0.0,,
1289,99.68,4.335498192097253e-06,,
1290,99.91,1.445166064032418e-06,,
1291,99.65,5.780664256129672e-06,,
1292,99.99,1.445166064032418e-06,,
1293,99.99,0.0,,
1294,99.99,0.0,,
1295,100.0,0.0,,
1296,99.84,2.890332128064836e-06,,
1297,100.0,0.0,,
1298,99.99,0.0,,
1299,99.99,0.0,,
1300,99.99,1.445166064032418e-06,,
1301,99.97,1.445166064032418e-06,,
1302,99.97,1.445166064032418e-06,,
1303,99.98,1.445166064032418e-06,,
1304,99.97,2.890332128064836e-06,,
1305,99.95,2.890332128064836e-06,,
1306,99.99,1.445166064032418e-06,,
1307,99.98,1.445166064032418e-06,,
1308,99.99,1.445166064032418e-06,,
1309,99.93,2.890332128064836e-06,,
1310,99.91,2.890332128064836e-06,,
1311,99.98,1.445166064032418e-06,,
1312,99.92,2.890332128064836e-06,,
1313,99.97,1.445166064032418e-06,,
1314,99.99,1.445166064032418e-06,,
1315,99.96,1.445166064032418e-06,,
1316,99.98,1.445166064032418e-06,,
1317,99.98,1.445166064032418e-06,,
1318,99.97,1.445166064032418e-06,,
1319,99.97,1.445166064032418e-06,,
1320,99.99,0.0,,
1321,99.43,7.22583032016209e-06,,
1322,99.97,1.445166064032418e-06,,
1323,99.99,0.0,,
1324,99.99,0.0,,
1325,100.0,0.0,,
1326,99.95,2.890332128064836e-06,,
1327,100.0,0.0,,
1328,100.0,0.0,,
1329,100.0,0.0,,
1330,100.0,0.0,,
1331,100.0,0.0,,
1332,100.0,0.0,,
1333,100.0,0.0,,
1334,99.99,0.0,,
1335,100.0,0.0,,
1336,99.99,0.0,,
1337,99.98,0.0,,
1338,99.99,0.0,,
1339,99.99,0.0,,
1340,100.0,0.0,,
1341,100.0,0.0,,
1342,100.0,0.0,,
1343,99.97,0.0,,
1344,100.0,0.0,,
1345,99.99,0.0,,
1346,99.98,0.0,,
1347,100.0,0.0,,
1348,99.98,1.445166064032418e-06,,
1349,99.9,7.22583032016209e-06,,
1350,99.92,4.335498192097253e-06,,
1351,99.8,1.1561328512259344e-05,,
1352,100.0,0.0,,
1353,100.0,0.0,,
1354,100.0,0.0,,
1355,99.99,0.0,,
1356,100.0,0.0,,
1357,99.97,0.0,,
1358,100.0,0.0,,
1359,99.99,0.0,,
1360,99.99,0.0,,
1361,100.0,0.0,,
1362,99.98,0.0,,
1363,99.98,0.0,,
1364,100.0,0.0,,
1365,100.0,0.0,,
1366,100.0,0.0,,
1367,99.96,1.445166064032418e-06,,
1368,99.94,2.890332128064836e-06,,
1369,99.94,2.890332128064836e-06,,
1370,99.91,5.780664256129672e-06,,
1371,99.87,7.22583032016209e-06,,
1372,99.95,4.335498192097253e-06,,
1373,99.9,8.670996384194507e-06,,
1374,99.94,5.780664256129672e-06,,
1375,99.99,1.445166064032418e-06,,
1376,99.98,1.445166064032418e-06,,
1377,99.98,1.445166064032418e-06,,
1378,99.99,1.445166064032418e-06,,
1379,99.99,1.445166064032418e-06,,
1380,99.99,1.445166064032418e-06,,
1381,98.21,2.6012989152583522e-05,,
1382,99.89,4.335498192097253e-06,,
1383,99.9,4.335498192097253e-06,,
1384,99.8,5.780664256129672e-06,,
1385,99.88,5.780664256129672e-06,,
1386,99.92,5.780664256129672e-06,,
1387,99.8,1.0116162448226928e-05,,
1388,99.88,1.0116162448226928e-05,,
1389,99.88,1.0116162448226928e-05,,
1390,99.47,1.445166064032418e-05,,
1391,99.91,8.670996384194507e-06,,
1392,99.87,1.0116162448226928e-05,,
1393,99.84,1.1561328512259344e-05,,
1394,99.89,8.670996384194507e-06,,
1395,99.91,8.670996384194507e-06,,
1396,99.91,5.780664256129672e-06,,
1397,99.95,2.890332128064836e-06,,
1398,99.86,5.780664256129672e-06,,
1399,99.99,1.445166064032418e-06,,
1400,100.0,0.0,,
1401,99.92,1.445166064032418e-06,,
1402,99.98,1.445166064032418e-06,,
1403,99.79,1.0116162448226928e-05,,
1404,99.88,2.890332128064836e-06,,
1405,99.96,1.445166064032418e-06,,
1406,99.98,1.445166064032418e-06,,
1407,99.98,1.445166064032418e-06,,
1408,99.98,1.445166064032418e-06,,
1409,100.0,0.0,,
1410,99.99,0.0,,
1411,98.9,1.7341992768389014e-05,,
1412,99.99,1.445166064032418e-06,,
1413,100.0,0.0,,
1414,100.0,0.0,,
1415,100.0,0.0,,
1416,99.99,0.0,,
1417,100.0,0.0,,
1418,99.99,0.0,,
1419,99.96,1.445166064032418e-06,,
1420,99.99,0.0,,
1421,99.98,1.445166064032418e-06,,
1422,100.0,0.0,,
1423,99.97,2.890332128064836e-06,,
1424,99.99,1.445166064032418e-06,,
1425,99.99,0.0,,
1426,99.94,1.445166064032418e-06,,
1427,99.99,1.445166064032418e-06,,
1428,99.97,1.445166064032418e-06,,
1429,100.0,0.0,,
1430,100.0,0.0,,
1431,99.94,1.445166064032418e-06,,
1432,99.95,1.445166064032418e-06,,
1433,96.6,4.046464979290771e-05,,
1434,99.38,1.1561328512259344e-05,,
1435,97.74,2.890332128064836e-05,,
1436,98.64,1.8787158832421433e-05,,
1437,99.65,8.670996384194507e-06,,
1438,98.42,2.3122657024518687e-05,,
1439,99.1,1.5896826704356598e-05,,
1440,99.34,1.1561328512259344e-05,,
1441,98.57,2.4567823088551106e-05,,
1442,99.62,1.0116162448226928e-05,,
1443,99.73,8.670996384194507e-06,,
1444,99.66,1.0116162448226928e-05,,
1445,99.75,8.670996384194507e-06,,
1446,99.79,8.670996384194507e-06,,
1447,99.73,7.22583032016209e-06,,
1448,99.75,7.22583032016209e-06,,
1449,99.86,4.335498192097253e-06,,
1450,99.55,8.670996384194507e-06,,
1451,99.77,4.335498192097253e-06,,
1452,99.97,1.445166064032418e-06,,
1453,99.48,7.22583032016209e-06,,
1454,99.23,1.1561328512259344e-05,,
1455,99.62,7.22583032016209e-06,,
1456,99.41,1.0116162448226928e-05,,
1457,98.34,2.1677490960486268e-05,,
1458,99.48,8.670996384194507e-06,,
1459,94.73,0.00011705845118662586,,
1460,96.61,5.780664256129672e-05,,
1461,99.57,1.445166064032418e-05,,
1462,97.64,5.925180862532914e-05,,
1463,99.18,2.4567823088551106e-05,,
1464,99.76,1.1561328512259344e-05,,
1465,97.85,5.491631043323188e-05,,
1466,98.76,2.3122657024518687e-05,,
1467,99.49,1.1561328512259344e-05,,
1468,99.52,1.1561328512259344e-05,,
1469,99.73,7.22583032016209e-06,,
1470,98.98,2.4567823088551106e-05,,
1471,98.47,3.1793653408713196e-05,,
1472,97.08,9.104546203404234e-05,,
1473,99.52,2.3122657024518687e-05,,
1474,99.57,1.445166064032418e-05,,
1475,93.89,0.00013440044395501488,,
1476,97.32,5.347114436919947e-05,,
1477,97.53,4.913564617710221e-05,,
1478,93.94,9.249062809807475e-05,,
1479,96.03,6.936797107355605e-05,,
1480,89.5,0.0003367236929195534,,
1481,63.26,0.0019408580239955373,,
1482,96.9,0.00018642642226018193,,
